Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Youtube viewcount,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations,artist popularity,TopSongsArtist,TopSongsArtist10,TopSongsArtist100
I'd Really Love To See You Tonight,ENGLAND DAN &amp; JOHN FORD COLEY,6/12/76,89,2,24,49,5795835,0.62,0.556,5,-12.044,1,0.0336,0.184,0,0.301,0.592,119.172,159107,4,1,0,0,0,1,53,0,2,3
Shake Your Booty,K.C. AND THE SUNSHINE BAND,7/10/76,79,1,21,48,3626627,0.649,0.825,10,-12.243,0,0.0335,0.00606,0.154,0.104,0.961,112.124,186907,4,2,0,0,0,0,65,2,1,6
This Masquerade,GEORGE BENSON,6/12/76,87,10,19,49,1708147,0.469,0.296,0,-14.146,0,0.0356,0.155,1.61E-05,0.0878,0.539,180.686,196920,4,2,0,0,10,25,65,0,4,8
Afternoon Delight,STARLAND VOCAL BAND,5/8/76,87,1,20,48,1425069,0.491,0.439,5,-11.67,1,0.0301,0.529,0,0.102,0.808,147.062,193040,4,5,0,0,2,4,44,1,0,0
A Fifth Of Beethoven,WALTER MURPHY,5/29/76,80,1,28,41,2916304,0.695,0.503,0,-13.26,0,0.0419,0.27,0.74,0.0632,0.812,108.806,182533,4,4,0,0,1,3,39,1,0,0
I'm Easy,KEITH CARRADINE,5/8/76,89,17,19,36,1097013,0.496,0.41,7,-16.875,1,0.0304,0.0202,0,0.0773,0.519,79.578,193013,4,0,1,0,0,1,29,0,0,1
Say You Love Me,FLEETWOOD MAC,7/3/76,74,11,19,58,513094,0.723,0.596,9,-13.436,1,0.0308,0.0187,0.00513,0.16,0.962,128.068,249947,4,1,0,0,2,7,83,0,4,11
Last Child,AEROSMITH,6/12/76,52,21,15,45,2063012,0.599,0.613,8,-9.978,1,0.0344,0.163,1.66E-06,0.047,0.767,84.22,206707,4,0,0,0,4,14,80,1,4,17
Young Hearts Run Free,CANDI STATON,5/29/76,73,20,16,59,6803326,0.653,0.652,7,-9.304,0,0.0427,0.13,1.58E-05,0.202,0.846,115.388,248360,4,0,0,0,0,4,55,0,0,8
Heaven Must Be Missing An Angel,TAVARES,6/5/76,86,15,21,47,5511873,0.612,0.749,9,-9.209,0,0.0345,0.00716,0,0.393,0.969,116.791,394133,4,0,0,0,1,2,57.77835159,0,1,8
You're My Best Friend,QUEEN,5/22/76,78,16,16,55,24262188,0.512,0.762,0,-7.035,1,0.0495,0.155,0.0108,0.0874,0.553,118.894,170800,4,0,0,0,0,4,87,2,1,16
If You Know What I Mean,NEIL DIAMOND,6/19/76,55,11,12,30,253513,0.277,0.335,2,-14.046,1,0.031,0.704,6.87E-06,0.157,0.426,151.169,223160,4,0,0,0,1,13,71,2,8,28
Lowdown,BOZ SCAGGS,7/3/76,82,3,22,55,4778238,0.691,0.567,11,-11.624,0,0.0515,0.0869,0.15,0.0276,0.942,116.705,316307,4,5,0,0,1,6,62,0,1,10
Something He Can Feel,ARETHA FRANKLIN,6/12/76,81,28,12,41,70564,0.613,0.393,0,-13.305,1,0.0442,0.224,0,0.45,0.64,107.72,381827,3,0,0,1,18,44,75,0,12,28
A Little Bit More,DR. HOOK,6/19/76,83,11,24,30,4635943,0.303,0.421,7,-13.148,1,0.0353,0.616,0,0.314,0.472,180.833,173960,4,0,0,0,0,0,60,0,3,5
Who'd She Coo,OHIO PLAYERS,6/26/76,81,18,17,35,64739,0.663,0.641,11,-12.797,0,0.0833,0.0595,0.0425,0.315,0.898,112.372,203227,4,0,0,0,0,1,59,1,0,6
Let Her In,JOHN TRAVOLTA,5/1/76,98,10,20,20,898431,0.367,0.532,4,-10.037,1,0.0383,0.391,0.801,0.0696,0.414,72.312,184627,4,0,0,0,0,1,68,0,1,3
With Your Love,JEFFERSON STARSHIP,7/24/76,69,12,17,37,2623945,0.538,0.528,2,-11.076,1,0.032,0.649,0.000824,0.0988,0.455,121.355,217693,4,1,0,0,0,0,53,0,3,14
Wham Bam Shang-A-Lang,SILVER,6/19/76,97,16,21,66,6502984,0.65,0.759,1,-4.932,1,0.0355,0.353,0,0.155,0.943,121.454,212840,4,0,0,0,0,0,57,0,0,1
Shower The People,JAMES TAYLOR,7/3/76,83,22,16,54,1486409,0.675,0.448,2,-11.52,0,0.0235,0.32,0,0.0825,0.568,98.499,271707,4,0,0,0,0,1,72,1,1,8
Tear The Roof Off The Sucker,PARLIAMENT,5/15/76,86,15,17,54,1393061,0.719,0.664,9,-9.434,1,0.0539,0.0602,0,0.339,0.76,105.688,348067,4,0,0,0,0,0,60,0,0,4
Getaway,"EARTH, WIND AND FIRE",7/17/76,79,12,19,49,2233543,0.724,0.879,5,-9.412,0,0.0369,0.124,0.0155,0.359,0.826,112.595,227080,4,0,0,1,0,0,78,0,3,15
Still The One,ORLEANS,8/1/76,69,5,18,51,4397585,0.57,0.6,4,-11.618,1,0.039,0.0217,0,0.0957,0.611,143.861,232880,4,0,0,0,0,0,51,0,1,1
She's Gone,DARYL HALL &amp; JOHN OATES,7/24/76,73,7,20,57,1759776,0.523,0.341,4,-14.034,1,0.0388,0.313,0.000114,0.621,0.355,77.487,313373,4,3,0,0,0,6,77,4,9,13
Springtime Mama,HENRY GROSS,7/10/76,85,37,10,7,34678,0.471,0.63,9,-11.165,0,0.0283,0.0903,0,0.0326,0.798,144.247,221211,4,0,0,0,0,0,29,0,1,1
Sophisticated Lady,NATALIE COLE,5/29/76,89,25,16,20,223209,0.768,0.855,0,-9.684,1,0.0804,0.0638,0.00149,0.0484,0.788,100.635,208267,4,0,0,0,9,21,57.77835159,0,5,6
The Boys Are Back In Town,THIN LIZZY,5/15/76,84,12,17,64,9473630,0.444,0.719,8,-9.742,1,0.0481,0.245,0.000382,0.306,0.775,80.593,266720,4,4,0,0,0,0,67,0,0,2
Another Rainy Day In New York City,CHICAGO,6/26/76,75,32,9,29,65092,0.621,0.892,9,-7.259,1,0.074,0.141,1.42E-05,0.0703,0.924,154.783,181733,4,0,0,0,1,10,71,2,11,23
One Love In My Lifetime,DIANA ROSS,8/8/76,58,25,12,8,18097,0.716,0.885,7,-6.239,1,0.0497,0.0201,0.106,0.108,0.928,91.054,220093,4,0,0,1,0,12,69,5,4,15
I'll Be Good To You,QUINCY JONES featuring RAY CHARLES,11/18/89,86,18,16,22,913340,0.745,0.894,11,-6.273,0,0.0958,0.237,0.000551,0.132,0.789,109.92,294627,4,1,0,1,27,79,60,0,0,1
I'm Gonna Let My Heart To Do Walking,SUPREMES,5/29/76,98,40,14,2,129260,0.674,0.8,5,-7.513,0,0.0531,0.0453,2.97E-06,0.166,0.837,115.949,212800,4,0,0,0,0,2,70,2,4,5
I Need To Be In Love,CARPENTERS,6/12/76,55,25,11,36,5870383,0.285,0.268,9,-14.084,1,0.0336,0.808,0.015,0.0823,0.138,142.795,226693,4,0,0,0,3,7,70,0,3,5
Take The Money And Run,STEVE MILLER BAND,5/8/76,85,11,16,62,3772950,0.571,0.633,0,-12.942,1,0.0475,0.0504,1.64E-06,0.171,0.857,98.412,170173,4,0,0,0,0,0,71,0,0,6
Ode To Billy Joe,RAY BRYANT,9/23/67,128,89,4,6,10325,0.744,0.605,10,-10.236,1,0.0318,0.641,0.0129,0.0761,0.617,109.278,189933,4,0,0,0,0,0,57.77835159,0,0,1
Rainbow In Your Eyes,LEON &amp; MARY RUSSELL,6/19/76,87,52,12,21,71420,0.284,0.638,7,-8.094,1,0.0696,0.289,0,0.112,0.5,87.005,252667,1,0,0,0,0,0,19,0,0,1
Hard Work,JOHN HANDY,8/8/76,61,46,9,25,239799,0.801,0.776,7,-7.193,0,0.0647,0.222,0.872,0.126,0.733,132.025,417960,4,1,0,0,0,2,26,0,0,1
Steppin' Out,TONY ORLANDO &amp; DAWN,8/24/74,81,7,13,37,8847,0.756,0.419,2,-8.889,1,0.0873,0.604,0,0.0606,0.65,104.432,122227,4,0,0,0,0,1,34,1,1,3
I Can't Hear You No More,HELEN REDDY,8/8/76,78,29,9,14,7420,0.733,0.625,5,-12.731,1,0.0345,0.2,0.0216,0.05,0.927,110.125,168973,4,0,0,0,1,2,48,3,3,9
Don't Touch Me There,TUBES,7/3/76,80,61,7,11,56888,0.523,0.766,9,-8.078,0,0.0408,0.0953,0,0.275,0.435,133.708,211067,4,0,0,0,0,1,45,0,0,2
Magic Man,HERB ALPERT,9/5/81,84,79,5,14,995064,0.749,0.5,10,-14.711,0,0.0581,0.577,0.955,0.19,0.816,165.564,334880,4,0,0,0,8,24,47,2,0,8
No No Joe,SILVER CONVENTION,8/8/76,67,60,6,17,17422,0.853,0.435,5,-14.683,1,0.0378,0.0824,0.343,0.0667,0.932,104.703,178200,4,0,0,0,1,1,40,1,1,1
Doctor Tarr & Professor Fether,ALAN PARSONS PROJECT,7/24/76,86,37,10,26,393307,0.391,0.756,10,-6.459,1,0.0417,0.527,3.33E-05,0.48,0.554,170.716,254640,4,0,0,0,0,12,65,0,0,7
You To Me Are Everything,REAL THING,7/17/76,93,64,8,34,9887352,0.657,0.882,0,-7.842,1,0.0795,0.248,0,0.0479,0.897,102.345,212880,4,0,0,0,0,0,48,0,0,1
Struttin' My Stuff,ELVIN BISHOP,7/24/76,85,68,4,18,149465,0.653,0.806,9,-12.46,0,0.0385,0.0341,0.0779,0.243,0.91,102.073,249200,4,0,0,0,0,1,56,0,1,3
Get Up Offa That Thing,JAMES BROWN,8/14/76,69,45,7,59,6765743,0.883,0.664,4,-10.395,1,0.411,0.225,2.30E-06,0.941,0.8,118.104,250200,4,2,0,1,0,4,59,0,3,47
Don't Stop Believin',OLIVIA NEWTON-JOHN,8/8/76,80,33,9,18,82164,0.538,0.49,1,-14.217,1,0.0305,0.324,1.02E-05,0.0279,0.604,128.347,217227,4,0,0,0,4,12,70,3,5,14
(Don't Fear) The Reaper,BLUE OYSTER CULT,8/1/76,83,12,20,76,39538296,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000211,0.297,0.382,141.47,308120,4,8,0,0,0,0,71,0,0,4
Honey Child,BAD COMPANY,7/10/76,89,59,6,30,135536,0.59,0.912,5,-7.733,1,0.0487,0.0599,0.000312,0.228,0.773,126.855,197320,4,0,0,0,0,1,66,0,1,10
Funny How Time Slips Away,DOROTHY MOORE,7/24/76,87,58,11,24,387245,0.353,0.323,5,-13.175,1,0.053,0.505,3.54E-05,0.239,0.454,154.346,232240,4,0,0,0,0,2,40,0,0,2
Popsicle Toes,MICHAEL FRANKS,7/24/76,110,43,10,34,865847,0.733,0.422,7,-14.621,1,0.0507,0.314,0.0108,0.0802,0.358,63.073,275400,4,0,0,0,0,0,53,0,0,1
Wake Up Susan,SPINNERS,7/17/76,83,56,5,8,20608,0.676,0.628,1,-9.674,1,0.031,0.54,0,0.16,0.95,129.228,207813,4,0,0,0,0,6,61,0,3,8
The More You Do It,RONNIE DYSON,7/24/76,103,62,13,3,45167,0.547,0.805,1,-4.199,1,0.113,0.559,9.55E-05,0.0851,0.891,136.465,190947,3,0,0,0,0,0,28,0,1,5
Get The Funk Out Ma Face,THE BROTHERS JOHNSON,8/14/76,83,30,15,39,1357943,0.894,0.568,2,-13.207,1,0.0952,0.332,0.0281,0.0666,0.742,106.025,147000,4,0,0,0,0,0,57,0,1,1
Shop Around,CAPTAIN &amp; TENNILLE,5/1/76,62,4,16,27,228526,0.641,0.697,1,-9.041,1,0.0477,0.384,9.55E-05,0.125,0.962,125.51,207133,4,0,0,0,0,0,53,0,2,1
Rock'n Me,THE STEVE MILLER BAND,8/14/76,85,1,18,0,7395103,0.745,0.432,4,-17.245,1,0.0674,0.0814,0.628,0.165,0.905,124.227,189579,4,1,0,0,0,0,42,2,1,5
Sunrise,ERIC CARMEN,8/14/76,86,34,10,21,89344,0.288,0.797,0,-7.806,0,0.0562,0.109,0.00686,0.146,0.198,128.08,322373,4,1,0,0,0,4,57.77835159,0,2,6
After The Dance,MARVIN GAYE,8/14/76,87,74,5,36,426687,0.726,0.492,1,-13.252,0,0.0317,0.717,0.0031,0.239,0.845,109.659,279733,4,0,0,1,2,12,78,2,9,17
Party Line,ANDREA TRUE CONNECTION,8/8/76,92,80,4,10,49966,0.63,0.737,8,-10.217,1,0.0273,0.0621,0.188,0.132,0.648,110.121,406933,4,0,0,0,0,0,42,0,1,1
We're All Alone,RITA COOLIDGE,9/17/77,78,7,20,35,4398695,0.329,0.409,7,-9.135,1,0.0285,0.279,1.89E-05,0.0297,0.255,128.645,220440,4,0,0,0,2,3,45,0,1,4
Out Of The Darkness,DAVID CROSBY &amp; GRAHAM NASH,8/8/76,93,89,3,12,15406,0.384,0.00074,3,-30.159,1,0.054,0.993,0.96,0.15,0,78.843,58000,1,0,0,0,1,9,53,0,0,2
Rocky Mountain Music,EDDIE RABBITT,8/14/76,92,76,6,34,390223,0.732,0.539,7,-12.217,1,0.0287,0.0658,0.00224,0.192,0.889,122.532,215693,4,0,0,0,0,4,54,1,2,7
Rose Of Cimarron,POCO,8/8/76,103,94,2,26,520725,0.292,0.6,6,-11.758,1,0.0335,0.151,0.0152,0.115,0.398,158.706,402347,4,0,0,0,0,1,50,0,0,10
Ten Percent,DOUBLE EXPOSURE,6/19/76,88,54,9,38,493361,0.533,0.908,0,-8.688,1,0.13,0.0324,2.13E-05,0.0732,0.559,121.541,427933,4,0,0,0,0,0,34,0,0,1
We Both Need Each Other,NORMAN CONNERS with MICHAEL HENDERSON &amp; PHYLLIS HYMAN,8/14/76,101,101,2,12,80296,0.405,0.711,3,-9.659,1,0.196,0.562,1.52E-05,0.222,0.576,169.219,247507,4,0,0,0,0,0,57.77835159,0,0,0
Give A Broken Heart A Break,IMPACT,8/14/76,102,102,1,0,1674,0.552,0.754,10,-10.361,1,0.0933,0.38,5.29E-05,0.119,0.817,117.462,356130,4,0,0,0,0,0,24,0,0,0
Disco-Fied,RHYTHM HERITAGE,8/14/76,103,101,3,5,5013,0.746,0.871,0,-7.352,1,0.0468,0.0673,0.375,0.343,0.946,100.883,232627,4,0,0,0,0,0,23,1,0,0
I Need It,JOHNNY GUITAR WATSON,8/14/76,104,101,6,54,76913,0.65,0.495,6,-6.86,1,0.321,0.15,0,0.0903,0.652,101.033,205457,3,0,0,0,0,1,57.77835159,0,0,1
The End Is Not In Sight (The Country Tune),THE AMAZING RHYTHM ACES,8/14/76,106,42,15,0,467550,0.521,0.673,9,-9.621,1,0.0277,0.331,0.863,0.43,0.57,135.319,218018,4,0,0,0,0,0,32,0,0,1
Kill The Roach,MIAMI,8/8/76,109,102,13,12,50121,0.682,0.567,3,-11.304,0,0.046,0.251,0.0163,0.34,0.944,108.741,318933,4,0,0,0,0,0,29,0,0,0
Brand New Love Affair,CHICAGO,9/6/75,82,61,5,14,99035,0.448,0.575,7,-8.827,1,0.0458,0.308,0.00453,0.11,0.352,127.739,267693,4,0,0,0,1,10,71,2,11,23
L.O.D. (Love On Delivery),BILLY OCEAN,8/14/76,109,106,5,15,37295,0.591,0.751,2,-6.402,1,0.0376,0.325,0,0.573,0.717,138.014,164760,4,0,0,0,1,3,66,4,2,4
Eye Of The Tiger,SURVIVOR,6/5/82,73,1,25,74,342963177,0.817,0.599,0,-9.249,0,0.0328,0.132,0.000311,0.0873,0.548,108.873,245640,4,0,0,0,1,1,71,1,3,11
Abracadabra,THE STEVE MILLER BAND,5/29/82,75,1,25,0,15164200,0.799,0.768,9,-9.816,0,0.0635,0.00175,0.822,0.0783,0.991,126.989,233732,4,2,0,0,0,0,42,2,1,5
Even The Nights Are Better,AIR SUPPLY,6/12/82,67,5,18,54,11916674,0.423,0.593,5,-8.467,1,0.037,0.585,0,0.132,0.25,115.255,234667,4,0,0,0,0,0,71,1,5,5
Keep The Fire Burnin',REO SPEEDWAGON,6/12/82,52,7,16,31,1039165,0.485,0.863,0,-6.037,1,0.0345,0.13,0.00178,0.242,0.793,104.469,235640,4,0,0,0,0,1,69,2,2,14
Wasted On The Way,"CROSBY, STILLS AND NASH",6/26/82,48,9,15,41,1327985,0.551,0.501,2,-13.87,1,0.0375,0.231,3.28E-06,0.179,0.811,153.851,172667,4,0,0,0,0,0,66,0,2,5
Take It Away,PAUL McCARTNEY,7/10/82,55,10,16,22,256997,0.619,0.627,2,-9.832,1,0.0408,0.00967,1.14E-05,0.0647,0.849,134.734,243667,4,0,0,1,18,78,76,1,3,9
You Should Hear How She Talks About You,MELISSA MANCHESTER,5/22/82,76,5,25,31,419845,0.753,0.834,4,-6.516,1,0.115,0.212,2.93E-05,0.259,0.852,131.909,256387,4,0,0,0,1,3,45,0,2,5
Love Is In Control (Finger On The Trigger),DONNA SUMMER,6/26/82,79,10,18,30,492977,0.836,0.715,7,-7.377,1,0.0409,0.337,0.002,0.0878,0.889,132.276,260200,4,0,0,0,5,18,67,3,8,12
Love Will Turn You Around,KENNY ROGERS,7/3/82,55,13,17,38,1027728,0.64,0.44,4,-15.938,1,0.0295,0.226,4.43E-06,0.122,0.613,86.952,221227,4,0,0,0,3,19,69,0,4,11
American Music,THE POINTER SISTERS,6/26/82,73,16,14,12,8864,0.669,0.873,10,-5.45,1,0.0486,0.157,0,0.054,0.649,124.545,240000,4,0,0,0,0,0,67,0,0,6
Think I'm In Love,EDDIE MONEY,6/26/82,108,16,18,60,3498954,0.486,0.83,3,-10.815,1,0.037,0.0104,0.000475,0.0635,0.652,151.869,188533,4,1,0,0,0,1,66,0,2,18
Out Of Work,GARY U.S. BONDS,6/12/82,69,21,16,28,152858,0.748,0.791,11,-6.845,0,0.033,0.0626,1.29E-06,0.205,0.983,116.899,174040,4,0,0,0,0,0,36,1,0,4
Eye In The Sky,THE ALAN PARSONS PROJECT,7/3/82,85,3,25,63,30777778,0.823,0.417,2,-12.643,1,0.032,0.562,0.00098,0.0765,0.522,111.928,276280,4,0,0,0,0,0,65,0,1,8
Who Can It Be Now,MEN AT WORK,7/3/82,106,1,28,62,45619377,0.807,0.83,4,-4.04,1,0.0367,0.0444,0.000358,0.0842,0.954,128.501,203267,4,0,0,0,0,0,70,2,2,2
Kids In America,KIM WILDE,5/22/82,88,25,18,49,7433428,0.565,0.853,4,-2.333,1,0.0519,0.0762,0,0.165,0.338,159.332,205640,4,0,0,0,0,0,60,0,0,3
And I'm Telling You I'm Not Going,JENNIFER HOLLIDAY,6/26/82,101,22,15,33,1019927,0.371,0.534,10,-9.091,1,0.0377,0.141,0,0.755,0.268,123.057,246293,4,0,0,0,2,4,40,0,0,4
Jack And Diane,JOHN COUGAR,7/24/82,69,1,22,65,15191647,0.807,0.419,9,-8.189,1,0.0426,0.044,4.99E-06,0.0952,0.613,103.967,254493,4,0,0,0,0,0,57.77835159,1,0,4
Love's Been A Little Bit Hard On Me,JUICE NEWTON,5/8/82,70,7,17,29,2119787,0.607,0.753,9,-10.721,1,0.0326,0.136,0.00856,0.0659,0.936,144.637,195640,4,0,0,0,1,5,52,0,4,4
Do I Do,STEVIE WONDER,5/29/82,52,13,14,49,3524976,0.848,0.485,11,-16.586,1,0.093,0.0933,0,0.109,0.88,117.213,306667,4,0,0,1,25,74,57.77835159,6,12,23
I Found Somebody,GLENN FREY,6/5/82,77,31,13,36,54080,0.744,0.51,9,-10.097,1,0.0295,0.407,0.000625,0.106,0.599,94.766,245307,4,0,0,0,6,21,54,0,2,9
Paperlate,GENESIS,6/5/82,90,32,14,24,291558,0.617,0.958,7,-4.495,1,0.0615,0.107,0.000146,0.376,0.774,121.817,203493,4,0,0,0,1,5,70,1,6,15
Your Imagination,DARYL HALL &amp; JOHN OATES,6/19/82,69,33,11,37,256923,0.78,0.76,0,-7.464,1,0.0266,0.0605,0.0041,0.221,0.961,114.467,212933,4,0,0,0,0,6,77,4,9,13
Hot In The City,BILLY IDOL,6/26/82,109,23,18,41,5758710,0.657,0.904,5,-5.53,1,0.0253,0.00337,2.86E-05,0.111,0.692,111.194,219133,4,1,0,0,0,3,68,1,3,6
What Kind Of Fool Am I,ANTHONY NEWLEY,9/8/62,116,85,8,9,111703,0.514,0.292,7,-8.495,0,0.0405,0.885,1.22E-06,0.0927,0.357,67.963,156667,5,0,0,0,1,4,57.77835159,0,0,1
Route 101,HERB ALPERT,6/26/82,71,37,10,37,327331,0.691,0.773,7,-9.226,0,0.0305,0.126,0.564,0.063,0.738,131.023,202367,4,0,0,0,8,24,47,2,0,8
Blue Eyes,ELTON JOHN,7/10/82,82,12,18,0,4457117,0.533,0.396,7,-8.399,0,0.0247,0.597,0.000499,0.133,0.173,107.048,208173,3,0,0,0,5,34,81,4,15,31
I Really Don't Need No Light,JEFFREY OSBORNE,6/5/82,88,39,15,31,517125,0.727,0.702,10,-9.367,0,0.0368,0.272,0.000313,0.0562,0.939,106.822,224133,4,0,0,0,0,4,53,0,0,8
"Someday, Someway",MARSHALL CRENSHALL,6/19/82,108,36,14,38,755821,0.561,0.928,9,-5.216,1,0.166,0.113,0,0.173,0.882,154.914,169533,4,0,0,0,0,0,57.77835159,0,0,1
Somebody's Baby,JACKSON BROWNE,7/31/82,73,7,19,59,4199010,0.741,0.742,2,-7.822,1,0.0269,0.146,1.64E-05,0.106,0.889,116.951,262733,4,1,0,0,0,7,69,0,2,11
You Can Do Magic,AMERICA,7/31/82,74,8,20,56,7777048,0.86,0.568,4,-12.516,0,0.0387,0.29,0,0.31,0.936,129.721,237467,4,0,0,0,1,2,70,2,4,9
Valley Girl,FRANK ZAPPA featuring MOON UNIT ZAPPA,7/17/82,75,32,12,28,1197386,0.475,0.866,0,-10.497,1,0.102,0.0368,0,0.403,0.589,143.866,290533,4,0,0,1,2,9,63,0,0,1
Let Me Tickle Your Fancy,JERMAINE JACKSON,7/24/82,75,18,15,12,66906,0.973,0.631,11,-13.961,0,0.0586,0.0307,1.86E-06,0.0872,0.964,126.516,229093,4,0,0,0,0,5,50,0,1,12
I Ran (So Far Away),A FLOCK OF SEAGULLS,7/3/82,102,9,23,55,27812842,0.507,0.642,2,-12.923,1,0.0323,0.00299,0.606,0.141,0.631,146.154,308933,4,4,0,0,0,0,63,0,1,4
Enough Is Enough,APRIL WINE,6/26/82,107,50,9,25,672268,0.57,0.931,0,-4.481,1,0.0569,0.377,0.000849,0.0649,0.731,138.879,245600,4,0,0,0,0,0,51,0,0,6
Caught Up In You,38 SPECIAL,5/1/82,82,10,17,60,12241006,0.427,0.683,1,-8.513,0,0.0323,0.0241,0.000107,0.0476,0.882,131.024,279333,4,0,0,0,0,0,61,0,1,4
Love Plus One,HAIRCUT ONE HUNDRED,5/1/82,106,37,19,45,3177561,0.786,0.517,0,-14.507,1,0.0445,0.034,0.546,0.0998,0.958,136.923,212573,4,0,0,0,0,0,57.77835159,0,0,1
I Keep Forgettin' (Every Time You're Near),MICHAEL McDONALD,8/7/82,69,4,19,58,9798567,0.734,0.485,4,-13.865,0,0.0465,0.357,0.00019,0.0401,0.933,95.321,222280,4,0,0,0,5,14,57.77835159,0,2,2
What's Forever For,MICHAEL MARTIN MURPHEY,7/24/82,89,19,20,43,468738,0.551,0.214,0,-16.631,0,0.0282,0.47,0,0.141,0.294,75.268,171907,4,0,0,0,0,2,43,0,0,2
Still They Ride,JOURNEY,5/22/82,72,19,14,44,1194274,0.346,0.538,0,-9.956,1,0.0322,0.249,0,0.145,0.301,131.993,230453,4,0,0,0,0,1,78,0,4,16
Early In The Morning,ROBERT PALMER,10/22/88,71,19,15,22,324668,0.751,0.624,4,-13.094,0,0.0339,0.194,0.000471,0.285,0.964,119.519,281693,4,0,0,0,0,6,61,1,2,7
Planet Rock,AFRIKA BAMBAATAA AND THE SOUL SONIC FORCE,7/3/82,101,48,13,38,14070283,0.947,0.859,6,-6.126,0,0.162,0.0537,4.76E-05,0.189,0.778,127.071,383960,4,2,0,0,0,0,47,0,0,1
Never Been In Love,RANDY MEISNER,7/31/82,84,28,11,7,50150,0.415,0.54,11,-12.888,1,0.026,0.0539,3.10E-05,0.121,0.464,105.103,268027,4,0,0,0,3,8,25,0,0,2
She Got The Goldmine (I Got The Shaft),JERRY REED,7/24/82,85,57,9,44,1634575,0.77,0.689,9,-14.337,1,0.312,0.384,0,0.231,0.805,110.866,196173,4,0,0,0,3,9,57,0,1,6
Hot Fun In The Summertime,SLY AND THE FAMILY STONE,8/2/69,104,2,17,42,188375,0.644,0.667,0,-11.203,1,0.0549,0.535,0.00393,0.488,0.895,146.141,158333,3,0,0,1,0,0,66,0,2,5
Foolin' Yourself,ALDO NOVA,7/17/82,88,65,6,25,196126,0.315,0.739,2,-6.976,1,0.0411,0.492,0,0.14,0.687,133.072,214773,4,0,0,0,1,1,42,0,0,1
Make Believe,WIND,9/6/69,90,28,9,0,45360,0.762,0.596,1,-8.841,1,0.0974,0.0244,0,0.214,0.168,136.973,231889,4,0,0,0,0,0,0,0,0,1
Calling All Girls,QUEEN,7/31/82,83,60,6,24,839613,0.613,0.727,2,-6.694,1,0.0368,0.0496,0.000169,0.066,0.587,138.409,231853,4,0,0,0,0,4,87,2,1,16
I Will Always Love You,DOLLY PARTON,7/31/82,87,53,14,58,21508314,0.446,0.142,9,-13.498,1,0.0335,0.96,0.00114,0.101,0.156,135.724,176093,4,3,0,1,8,47,73,1,1,9
Workin' For A Livin',HUEY LEWIS AND THE NEWS,8/7/82,106,41,10,43,683118,0.575,0.913,2,-4.314,1,0.0449,0.413,1.50E-06,0.33,0.968,157.929,158480,4,0,0,0,1,6,68,3,7,7
Luanne,FOREIGNER,7/31/82,89,75,6,39,312082,0.6,0.869,2,-5.362,1,0.0411,0.00295,0,0.12,0.784,141.133,207493,4,0,0,0,0,3,73,0,8,12
Still In The Game,STEVE WINWOOD,7/31/82,102,47,11,23,46596,0.656,0.747,2,-10.051,1,0.0272,0.378,0.174,0.0854,0.931,134.747,290840,4,0,0,0,2,11,65,1,3,7
Emotions In Motion,BILLY SQUIER,7/31/82,101,68,7,29,247474,0.528,0.626,2,-6.7,1,0.0418,0.112,0.000203,0.0195,0.807,81.419,299293,4,1,0,0,0,1,60,0,0,9
Younger Days,JOE FAGIN,7/31/82,90,80,3,3,11937,0.628,0.532,4,-11.173,1,0.0324,0.364,9.79E-06,0.0959,0.309,105.618,198827,4,0,0,0,0,7,27,0,0,1
Seasons Of The Heart,JOHN DENVER,7/31/82,88,78,5,21,249717,0.365,0.148,0,-17.318,1,0.0364,0.884,1.54E-05,0.122,0.215,135.009,228827,4,0,0,0,1,4,72,3,3,19
Night Shift,QUARTERFLASH,8/14/82,83,60,8,15,145091,0.743,0.62,7,-10.894,0,0.0335,0.271,0.000124,0.0907,0.651,124.286,244027,4,0,0,0,0,0,38,0,1,5
Your Daddy Don't Know,TORONTO,8/7/82,90,77,8,27,95090,0.574,0.702,5,-5.393,1,0.0517,0.127,0.00029,0.52,0.871,127.914,199280,4,0,0,0,0,0,28,0,0,1
You Dropped A Bomb On Me,THE GAP BAND,8/14/82,85,31,13,54,19842137,0.796,0.622,2,-11.105,1,0.0347,0.00701,0.00184,0.199,0.795,126.464,312907,4,1,0,0,0,0,60,0,0,2
Going To A Go-Go,MIRACLES,12/25/65,84,11,12,37,835730,0.614,0.718,7,-9.678,1,0.0327,0.52,0,0.136,0.969,129.58,165787,4,0,0,0,0,0,51,1,0,12
Don't Run My Life,SPYS,8/14/82,88,82,5,5,15563,0.475,0.815,9,-13.022,1,0.0308,0.0162,0.01,0.234,0.895,138.732,231400,4,0,0,0,0,0,6,0,0,1
Holdin' On,TANE CAIN,8/14/82,89,37,11,7,100736,0.512,0.668,7,-7.942,0,0.0486,0.114,0.000795,0.0974,0.447,142.81,191650,4,0,0,0,0,0,5,0,0,1
