Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Youtube viewcount,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations,artist popularity,TopSongsArtist,TopSongsArtist10,TopSongsArtist100
Instant Karma,JOHN LENNON &amp; THE PLASTIC ONO BAND,2/28/70,65,3,13,50,1751019,0.624,0.931,11,-9.988,0,0.116,0.000899,0.00149,0.0631,0.14,119.887,205133,4,0,0,1,7,34,72,0,1,1
Spirit In The Sky,DOCTOR AND THE MEDICS,8/2/86,95,69,11,42,1766446,0.619,0.546,11,-10.206,0,0.042,0.0192,0,0.0676,0.479,120.675,208106,4,0,0,0,0,1,34,0,0,1
Bridge Over Troubled Water,GLEE CAST,10/23/10,73,73,1,31,288503,0.445,0.675,10,-7.764,1,0.106,0.156,2.48E-05,0.659,0.448,153.906,254120,4,0,0,0,0,1,81,0,1,70
Love Grows (Where My Rosemary Goes),EDISON LIGHTHOUSE,2/21/70,68,5,13,24,5547508,0.727,0.509,9,-12.57,1,0.0341,0.485,0,0.195,0.868,117.76,155840,4,1,0,0,0,0,42,0,1,0
House Of The Rising Sun,THE ANIMALS,8/8/64,60,1,11,68,199867436,0.289,0.583,9,-6.596,0,0.0328,0.000433,0.225,0.103,0.28,117.007,271280,3,0,0,0,0,0,71,1,0,3
Come & Get It,SELENA GOMEZ,4/27/13,45,6,22,61,601873466,0.517,0.801,7,-4.116,0,0.0545,0.00965,0.000164,0.083,0.578,80.154,231987,4,0,0,0,1,2,93,0,4,4
Easy Come Easy Go,BOBBY SHERMAN,2/7/70,75,9,14,14,1261682,0.539,0.386,4,-11.197,1,0.0338,0.853,0.000522,0.708,0.755,142.823,160000,4,0,0,0,0,0,27,0,4,6
The Rapper,JAGGERZ,1/24/70,107,2,14,20,555640,0.822,0.7,9,-6.383,1,0.0326,0.141,0.00827,0.668,0.961,120.376,162693,4,0,0,0,0,0,18,0,1,1
Up The Ladder To The Roof,SUPREMES,3/7/70,57,10,11,28,481523,0.535,0.565,10,-13.637,1,0.0637,0.561,4.13E-06,0.17,0.673,120.146,191667,4,0,0,0,0,2,70,2,4,5
The Bells,JAMES BROWN,11/7/60,109,68,7,8,18449,0.49,0.0396,4,-21.658,1,0.0652,0.624,0,0.146,0.188,99.516,180573,3,0,0,1,0,4,59,0,3,47
Love Or Let Me Be Lonely,PAUL DAVIS,7/17/82,78,40,10,15,257122,0.449,0.897,4,-3.942,0,0.0463,0.793,0,0.267,0.691,175.32,221400,4,0,0,0,0,1,46,0,2,10
Rainy Night In Georgia,BROOK BENTON,1/3/70,127,4,16,43,5058916,0.301,0.309,4,-19.155,0,0.042,0.524,0.0758,0.129,0.384,75.165,233573,4,1,0,0,0,1,48,0,6,20
Give Me Just A Little More Time,CHAIRMEN OF THE BOARD,1/17/70,85,3,15,34,1822315,0.583,0.631,9,-5.397,0,0.0409,0.0804,2.15E-06,0.0566,0.542,128.443,156467,4,0,0,0,0,0,36,0,1,2
Evil Ways,SANTANA,1/24/70,71,9,13,57,9255169,0.704,0.528,5,-13.382,1,0.0358,0.22,0.35,0.14,0.73,117.472,238267,4,0,0,0,8,12,75,0,2,12
He Ain't Heavy He's My Brother,HOLLIES,12/13/69,120,7,19,59,11638687,0.319,0.275,7,-13.195,1,0.0303,0.444,0.000365,0.183,0.253,75.754,258800,4,0,0,0,0,0,67,0,3,2
Celebrate,THREE DOG NIGHT,2/28/70,48,15,9,30,1331233,0.269,0.696,2,-7.377,1,0.0345,0.0563,1.79E-05,0.105,0.328,95.824,181373,4,0,0,0,0,2,61,3,7,9
Something's Burning,KENNY ROGERS &amp; THE FIRST EDITION,2/14/70,85,11,16,19,262144,0.422,0.276,9,-16.541,1,0.0984,0.0764,0.000438,0.11,0.123,185.848,258893,4,0,0,0,3,19,44,0,1,3
Turn Back The Hands Of Time,TYRONE DAVIS,3/14/70,109,3,14,35,3438183,0.563,0.655,6,-6.399,1,0.032,0.168,0,0.0484,0.866,117.794,178653,4,0,0,0,0,0,46,0,2,11
Gotta Hold On To This Feeling,JUNIOR WALKER AND THE ALL STARS,2/21/70,64,21,10,34,531613,0.61,0.689,1,-7.08,1,0.031,0.209,1.64E-05,0.0634,0.863,113.482,214133,4,0,0,0,0,0,58,0,0,2
You're The One,VOGUES,9/11/65,103,4,13,1,919412,0.301,0.86,10,-2.494,1,0.0561,0.653,0,0.226,0.879,141.685,146991,4,0,0,0,0,0,41,0,2,4
Shilo,NEIL DIAMOND,2/7/70,82,24,14,35,1507774,0.497,0.602,5,-8.521,1,0.0286,0.0442,4.75E-05,0.123,0.48,135.436,206467,4,1,0,0,1,13,71,2,8,28
Long Lonesome Highway,MICHAEL PARKS,2/21/70,108,20,13,12,477893,0.605,0.263,2,-13.534,1,0.0412,0.894,0.0635,0.12,0.343,85.112,128280,4,0,0,0,0,0,8,0,0,1
Tennessee Birdwalk,JACK BLANCHARD &amp; MISTY MORGAN,2/28/70,98,23,13,8,499097,0.709,0.813,0,-7.161,1,0.0328,0.0815,4.16E-05,0.112,0.872,130.24,171893,4,0,0,0,0,1,11,0,0,2
Didn't I (Blow Your Mind This Time),DELFONICS,1/3/70,122,10,15,56,9710855,0.484,0.59,9,-6.663,1,0.0283,0.795,0.00306,0.155,0.324,140.588,201067,4,0,0,0,1,1,56,0,1,3
Ma Belle Amie,TEE SET,1/17/70,120,5,13,31,785483,0.425,0.503,7,-10.973,1,0.0458,0.1,0.000749,0.169,0.701,86.562,194857,4,0,0,0,0,0,30,0,1,1
Reflections Of My Life,MARMALADE,3/7/70,101,10,16,2,12782949,0.479,0.723,7,-10.132,1,0.0724,0.744,1.62E-06,0.938,0.59,98.999,268627,4,0,0,0,0,0,57.77835159,0,1,1
Kentucky Rain,ELVIS PRESLEY,2/14/70,96,16,9,45,5922697,0.349,0.596,0,-7.991,1,0.0395,0.352,8.52E-05,0.12,0.312,106.31,242867,4,0,0,1,3,14,82,2,13,48
All I Have To Do Is Dream,NITTY GRITTY DIRT BAND,8/30/75,89,66,6,11,50174,0.574,0.423,1,-13.301,0,0.0239,0.821,0.0175,0.163,0.64,95.994,228773,4,0,0,0,3,9,57,0,0,2
You Need Love Like I Do,GLADYS KNIGHT AND THE PIPS,3/21/70,87,25,8,5,31999,0.699,0.788,10,-8.526,0,0.0987,0.0765,0,0.0461,0.671,103.884,219400,4,0,0,0,7,22,61,1,6,25
Get Ready,ELLA FITZGERALD,10/4/69,133,126,2,8,119267,0.378,0.859,1,-7.694,1,0.114,0.0504,0,0.0969,0.761,144.637,152307,4,0,0,1,13,20,73,0,0,1
Do The Funky Chicken,RUFUS THOMAS,2/7/70,62,28,12,26,359969,0.775,0.395,8,-13.599,1,0.181,0.0248,3.08E-05,0.0255,0.744,114.993,198160,4,0,0,0,2,3,47,0,1,7
Everybody's Out Of Town,B.J. THOMAS,3/28/70,74,26,9,18,50830,0.733,0.213,7,-15.114,1,0.0309,0.972,0.0262,0.115,0.577,113.427,161037,4,0,0,0,0,0,56,1,2,14
Vehicle,IDES OF MARCH,3/28/70,98,2,12,46,3072787,0.474,0.734,10,-8.813,0,0.0426,0.0871,0.00356,0.26,0.926,101.751,178067,4,1,0,0,0,0,38,0,1,1
For The Love Of Him,BOBBI MARTIN,2/28/70,114,13,16,8,132359,0.699,0.359,0,-9.659,1,0.0371,0.166,0,0.673,0.427,114.977,152000,4,0,0,0,0,0,57.77835159,0,0,1
Little Green Bag,GEORGE BAKER SELECTION,3/14/70,101,21,14,49,14970882,0.702,0.736,7,-9.898,1,0.0302,0.0286,0.00105,0.0788,0.867,103.447,197227,4,4,0,0,0,0,54,0,0,1
My Woman My Woman My Wife,MARTY ROBBINS,2/21/70,119,42,11,31,733196,0.429,0.317,0,-11.322,1,0.0292,0.927,3.50E-06,0.116,0.302,102.109,211107,3,0,0,0,2,4,61,1,1,10
Mighty Joe,SHOCKING BLUE,3/7/70,96,43,7,24,772554,0.554,0.764,7,-10.016,1,0.0339,0.61,3.88E-05,0.233,0.918,116.124,195467,4,0,0,0,0,0,51,0,0,2
Who's Your Baby,ARCHIES,3/7/70,86,40,7,16,78964,0.647,0.869,9,-1.044,1,0.0419,0.436,0,0.196,0.894,110.717,173840,4,0,0,0,0,0,59,0,1,1
Let's Give Adam And Eve Another Chance,GARY PUCKETT AND THE UNION GAP,2/28/70,111,41,8,23,38032,0.379,0.588,9,-10.944,1,0.0365,0.681,1.96E-06,0.675,0.443,94.015,166533,4,0,0,0,0,0,51,0,1,1
I Could Write A Book,JERRY BUTLER,3/21/70,84,46,5,1,3797,0.569,0.436,10,-10.943,1,0.0746,0.784,4.01E-06,0.644,0.647,130.216,148027,4,0,0,0,0,2,47,0,2,20
California Girl,EDDIE FLOYD,2/14/70,117,45,13,5,38619,0.6,0.552,1,-11.569,1,0.0457,0.639,1.59E-05,0.0484,0.807,102.656,222240,4,0,0,0,0,0,52,0,0,9
Jennifer Tompkins,STREET PEOPLE,12/13/69,129,36,18,1,3876,0.779,0.588,8,-10.724,1,0.0443,0.603,4.05E-05,0.305,0.966,121.708,110425,4,0,0,0,0,0,16,0,0,1
To The Other Woman,DORIS DUKE,2/14/70,121,50,11,4,70143,0.459,0.322,7,-14.865,1,0.114,0.252,0.000831,0.109,0.458,128.693,177067,4,0,0,0,0,0,25,0,0,2
Funky Drummer,JAMES BROWN,3/21/70,86,51,5,34,2087295,0.72,0.676,11,-10.795,1,0.199,0.73,0.311,0.126,0.526,96.13,421307,4,0,0,1,0,4,59,0,3,47
Everything Is Beautiful,RAY STEVENS,3/28/70,103,1,16,28,1562153,0.37,0.378,5,-15.178,1,0.0369,0.514,0,0.222,0.722,112.159,212773,4,0,0,0,2,12,43,2,2,14
Gotta Get Back To You,TOMMY JAMES AND THE SHONDELLS,2/21/70,79,45,8,23,33900,0.657,0.818,9,-9.333,1,0.164,0.127,0,0.219,0.851,148.327,185000,4,0,0,0,0,0,56,0,1,7
Children,ROBERT MILES,5/11/96,75,21,20,63,65103123,0.604,0.755,0,-10.761,1,0.0337,0.000295,0.812,0.0625,0.388,137.064,243267,4,0,0,0,0,0,58,0,0,1
Love On A Two Way Street,STACY LATTISAW,6/20/81,85,26,17,37,6250380,0.582,0.373,4,-13.638,1,0.0274,0.372,0.00275,0.114,0.501,140.213,251347,4,0,0,0,0,0,41,0,0,4
Make Me Smile,CHICAGO,4/4/70,89,9,14,41,2531745,0.641,0.697,3,-9.272,1,0.0513,0.125,0.00761,0.0993,0.781,125,182067,4,0,0,0,1,10,71,2,11,23
Come Together,AEROSMITH,8/5/78,81,23,12,56,4497763,0.409,0.512,9,-12.215,0,0.0291,0.0447,7.67E-05,0.493,0.652,172.424,224600,4,0,0,0,4,14,80,1,4,17
Come Running,VAN MORRISON,4/4/70,78,39,8,42,40077,0.656,0.594,9,-10.991,1,0.0376,0.253,0.000905,0.119,0.778,98.356,151333,4,0,0,0,2,7,77,0,1,8
The Girl's Song,5TH DIMENSION,3/28/70,101,43,9,13,119064,0.552,0.355,2,-12.446,0,0.0299,0.52,9.61E-06,0.0687,0.483,115.161,224707,4,0,0,0,6,9,57.77835159,2,1,6
Love Land,CHARLES WRIGHT &amp; WATTS 103RD STREET RHYTHM BAND,4/4/70,111,16,18,14,124466,0.677,0.482,5,-12.468,0,0.0373,0.392,0,0.331,0.877,96.659,191893,4,0,0,0,0,1,48,0,0,1
Living Loving Maid,LED ZEPPELIN,3/7/70,104,65,6,48,3009450,0.475,0.808,9,-8.859,1,0.037,0.000942,7.97E-06,0.146,0.896,152.098,159301,4,0,0,1,1,3,83,0,1,8
What Is Truth,JOHNNY CASH,4/11/70,66,19,8,26,387445,0.681,0.385,4,-12.568,1,0.117,0.387,0.163,0.277,0.629,86.139,157667,4,0,0,1,0,1,80,0,1,27
Cecilia,SIMON &amp; GARFUNKEL,4/11/70,68,4,13,65,18934916,0.755,0.876,0,-8.867,1,0.0362,0.357,5.17E-06,0.22,0.954,102.762,174827,4,1,0,1,0,0,77,0,4,0
But For Love,JERRY NAYLOR,3/28/70,87,69,4,0,3307,0.383,0.393,5,-14.509,1,0.0294,0.403,0.57,0.0898,0.452,93.496,197667,4,0,0,0,0,0,57.77835159,0,0,1
Is Anybody Goin' To San Antone,CHARLEY PRIDE,3/14/70,94,70,7,48,1562277,0.711,0.407,2,-11.142,1,0.0325,0.553,0,0.171,0.875,116.626,133400,4,0,0,1,3,13,55,0,0,11
Deeper (In Love With You),O'JAYS,3/28/70,102,64,8,12,83077,0.575,0.562,3,-11.118,1,0.0305,0.208,0,0.344,0.902,169.362,159293,4,0,0,0,0,0,64,0,2,9
Which Way You Goin' Billy,POPPY FAMILY,3/21/70,106,2,18,31,1171390,0.3,0.689,0,-10.897,1,0.0518,0.441,0.0264,0.0909,0.674,188.405,203427,4,0,0,0,0,0,29,0,1,2
Chicken Strut,METERS,4/4/70,82,50,8,31,83459,0.612,0.623,9,-12.776,1,0.247,0.102,0.26,0.323,0.757,100.996,194560,4,0,0,0,0,0,59,0,0,2
So Excited,JANET featuring KHIA,10/14/06,90,90,2,42,671670,0.821,0.789,6,-4.197,0,0.36,0.213,1.15E-05,0.0525,0.875,107.002,194200,4,0,0,0,0,0,72,0,0,1
Run Sally Run,THE CUFF LINKS,2/28/70,107,76,7,0,20059,0.498,0.637,0,-6.553,1,0.0343,0.109,0.000163,0.107,0.629,102.762,225994,4,0,0,0,0,0,57.77835159,0,1,1
Hey Lawdy Mama,STEPPENWOLF,4/11/70,77,35,8,24,366215,0.568,0.908,1,-8.074,0,0.063,0.0664,0.00107,0.129,0.608,99.014,177600,4,0,0,0,0,0,57.77835159,0,2,8
He Made A Woman Out Of Me,BOBBIE GENTRY,4/11/70,79,71,5,32,134665,0.58,0.347,0,-16.842,0,0.0428,0.325,1.57E-06,0.061,0.825,156.288,157970,4,0,0,0,3,9,44,0,0,3
I Got A Thing You Got A Thing Everybody's Got A Thing,FUNKADELIC,3/14/70,108,80,7,33,457770,0.515,0.877,2,-8.516,1,0.127,0.0787,0.118,0.101,0.645,76.361,236667,4,0,0,0,0,0,60,0,0,7
Miss America,MARK LINDSAY,3/28/70,117,44,9,7,71068,0.238,0.384,8,-13.17,0,0.0366,0.695,0,0.327,0.333,176.981,212573,4,0,0,0,0,0,41,0,1,6
Hitchin' A Ride,VANITY FARE,3/21/70,93,5,22,32,200263,0.73,0.643,0,-11.186,1,0.0286,0.173,0,0.177,0.977,130.748,176160,4,0,0,0,0,0,29,0,1,0
Can You Feel It,JACKSONS,5/2/81,89,77,5,53,2780363,0.843,0.702,6,-4.981,0,0.0462,0.0499,0.000301,0.308,0.883,125.464,230773,4,0,0,0,0,1,66,0,2,5
Buffalo Soldier,THE FLAMINGOS,3/14/70,113,86,5,62,37578,0.932,0.469,9,-8.66,1,0.29,0.143,4.43E-06,0.0586,0.747,124.115,257440,4,0,0,0,0,0,57.77835159,0,0,1
Hang On Sloopy,McCOYS,8/14/65,99,1,14,49,868479,0.764,0.516,7,-12.099,1,0.0334,0.167,0,0.0723,0.936,115.255,231800,4,0,0,0,0,0,43,1,0,2
Mississippi Queen,MOUNTAIN,4/4/70,92,21,19,64,24598637,0.58,0.624,9,-8.346,1,0.0784,0.0975,0,0.0411,0.639,139.72,151293,4,0,0,0,0,0,58,0,0,2
Oh Happy Day,GLEN CAMPBELL,4/11/70,95,40,8,11,24887,0.559,0.691,6,-7.34,1,0.0279,0.403,0,0.0939,0.76,105.507,220000,4,0,0,1,6,20,65,2,3,22
Lucifer,BOB SEGER SYSTEM,3/28/70,116,84,9,18,601948,0.311,0.568,8,-6.535,0,0.0705,0.0544,0.0863,0.362,0.202,131.929,225880,4,1,0,0,0,6,57.77835159,0,0,2
If Only I Had My Mind On Something Else,BEE GEES,3/28/70,97,91,3,12,69367,0.335,0.391,2,-13.218,1,0.0313,0.245,0,0.105,0.599,142.851,155620,4,0,0,1,5,9,77,3,3,8
I Can't Leave Your Love Alone,CLARENCE CARTER,4/11/70,99,42,14,22,31922,0.694,0.445,6,-13.967,1,0.0321,0.331,0,0.0425,0.96,112.594,156893,4,0,0,0,0,2,53,0,1,10
A Little Bit Of Soap,JARMELS,7/24/61,112,12,12,29,200526,0.598,0.587,10,-7.312,0,0.106,0.258,0,0.184,0.663,137.467,133813,4,0,0,0,0,0,21,0,0,1
United We Stand,BROTHERHOOD OF MAN,4/11/70,103,13,16,8,994331,0.599,0.486,2,-12.39,1,0.0263,0.216,0,0.269,0.595,163.473,170160,4,0,0,0,0,0,46,0,0,2
I Who Have Nothing,SYLVESTER,4/7/79,87,40,7,8,144091,0.629,0.528,0,-16.335,0,0.043,0.00157,0.603,0.0875,0.824,129.078,674813,4,0,0,0,0,0,52,0,0,2
All In My Mind,MAXINE BROWN,12/19/60,105,19,14,28,1795882,0.312,0.39,2,-10.227,1,0.0282,0.767,0,0.18,0.441,93.201,154013,3,0,0,0,0,4,34,0,0,4
Demonstration,OTIS REDDING,4/4/70,117,105,4,20,69584,0.873,0.394,1,-11.241,0,0.056,0.457,3.76E-06,0.0996,0.859,135.097,144893,4,0,0,1,2,5,74,0,0,12
Take Me With You,THE HONEY CONE,5/2/70,109,109,1,28,4068,0.375,0.552,7,-6.263,1,0.0297,0.0676,0,0.68,0.311,125.271,304811,4,0,0,0,0,0,57.77835159,0,0,0
Fire And Rain,JOHNNY RIVERS,8/28/70,113,94,3,0,43681,0.461,0.251,5,-15.354,1,0.0394,0.955,0.889,0.157,0.42,151.575,207813,4,0,0,0,0,1,48,1,7,7
Cinnamon Girl,NEIL YOUNG with CRAZY HORSE,5/9/70,108,108,1,51,5874836,0.635,0.831,7,-5.278,1,0.0296,0.0239,0.00091,0.106,0.735,104.349,180360,4,1,0,0,2,27,74,0,0,0
Will You Love Me Tomorrow,SHIRELLES,11/21/60,87,1,19,55,25511939,0.49,0.384,0,-11.315,1,0.0275,0.438,3.17E-05,0.539,0.47,137.047,162893,4,0,0,0,0,0,58,1,0,1
High Sheriff,TONY JOE WHITE,4/4/70,113,112,2,26,64983,0.691,0.234,2,-17.215,1,0.0357,0.689,0.0346,0.112,0.528,88.559,233400,4,0,0,0,0,0,52,0,1,4
Them Changes,BUDDY MILES,8/7/71,91,62,9,35,1284949,0.653,0.697,4,-9.275,1,0.0323,0.142,4.14E-05,0.139,0.876,113.076,199933,4,0,0,0,0,0,39,0,0,3
The Ghetto,TOO SHORT,11/17/90,94,42,14,50,15801940,0.947,0.354,6,-12.844,0,0.27,0.0455,5.71E-05,0.212,0.36,100.087,302133,4,0,0,0,0,0,68,0,0,5
You've Made Me So Very Happy,BRENDA HOLLOWAY,9/9/67,81,39,10,22,345828,0.366,0.505,7,-8.714,1,0.0398,0.188,0,0.148,0.77,198.147,171747,4,0,0,0,0,0,47,0,0,4
Whoever Finds This I Love You,MAC DAVIS,4/11/70,116,53,13,12,274884,0.398,0.347,2,-13.714,1,0.029,0.7,0.00243,0.117,0.239,97.729,265373,4,0,0,0,0,3,43,1,1,9
Band Of Gold,FREDA PAYNE,3/28/70,124,3,24,39,833180,0.631,0.746,7,-5.439,1,0.0277,0.451,0,0.424,0.93,108.875,182533,4,0,0,0,0,1,40,0,1,2
My Baby Loves Lovin',JOE JEFFREY,4/11/70,121,115,5,10,43178,0.648,0.456,8,-12.72,1,0.0362,0.523,0,0.119,0.866,123.387,182493,4,0,0,0,0,7,22,0,0,0
My Soul's Got A Hole In It,HOWARD TATE,3/21/70,118,100,4,2,13371,0.569,0.322,8,-13.346,1,0.0328,0.651,0,0.353,0.742,99.976,168673,4,0,0,0,0,1,36,0,0,2
Puppet Man,5TH DIMENSION,4/11/70,123,24,9,25,43343,0.53,0.687,7,-8.035,1,0.0274,0.297,2.13E-06,0.284,0.892,92.683,176587,4,0,0,0,6,9,57.77835159,2,1,6
Sympathy,RARE BIRD,4/11/70,124,121,3,38,1660525,0.595,0.0916,9,-15.629,0,0.0411,0.822,0,0.637,0.404,134.588,167573,4,0,0,0,0,0,32,0,0,0
Lay Lady Lay,BOB DYLAN,7/12/69,94,7,14,59,3798142,0.52,0.179,11,-21.976,0,0.0454,0.356,0.00344,0.131,0.407,155.746,197093,4,1,0,1,0,6,79,0,4,15
Uhh,DYKE AND THE BLAZERS,4/11/70,127,118,4,6,36539,0.535,0.672,10,-8.39,0,0.0417,0.0344,0.221,0.225,0.529,125.634,125736,4,0,0,0,0,0,40,0,0,4
Teasin',THE QUAKER CITY BOYS,12/22/58,81,39,9,17,5871,0.149,0.232,0,-12.511,1,0.036,0.705,0.000691,0.0887,0.0716,87.3,276733,4,0,0,0,0,0,57.77835159,0,0,1
I'm A Good Woman,COLD BLOOD,3/28/70,125,125,1,17,34503,0.477,0.576,9,-9.09,0,0.149,0.102,8.74E-05,0.206,0.625,141.151,205133,4,0,0,0,0,0,28,0,0,0
Kiss On My List,DARYL HALL &amp; JOHN OATES,1/24/81,69,1,23,56,1462080,0.815,0.835,0,-5.857,1,0.0301,0.454,0.0154,0.081,0.963,121.333,264773,4,1,0,0,0,6,77,4,9,13
Rapture,BLONDIE,1/31/81,61,1,20,49,16376695,0.724,0.704,11,-8.258,0,0.0511,0.113,0.00425,0.466,0.96,107.486,299373,4,0,0,0,0,2,70,3,0,5
The Best Of Times,STYX,1/24/81,31,3,19,44,2270972,0.352,0.327,0,-11.853,1,0.0251,0.185,2.65E-06,0.134,0.354,80.027,257867,4,0,0,0,0,1,66,1,5,13
Woman,JOHN LENNON,1/17/81,36,2,20,63,10161558,0.588,0.656,3,-6.373,1,0.0224,0.378,0.00227,0.042,0.746,79.701,212933,4,0,0,1,7,34,72,1,4,1
Just The Two Of Us,WILL SMITH,10/10/98,20,20,8,51,16064315,0.805,0.638,1,-5.864,1,0.0803,0.141,0,0.322,0.644,94.52,315507,4,0,0,0,4,8,70,1,1,2
Morning Train (Nine To Five),SHEENA EASTON,2/14/81,74,1,21,49,1317318,0.797,0.511,8,-10.618,1,0.0552,0.686,0,0.122,0.804,121.874,200973,4,1,0,0,2,6,51,1,3,5
Crying,ROY ORBISON,8/14/61,71,2,16,58,3032875,0.35,0.293,2,-9.502,1,0.0258,0.758,8.21E-06,0.104,0.162,96.685,166467,4,2,0,1,5,9,71,2,6,15
While You See A Chance,STEVE WINWOOD,2/7/81,80,7,18,49,2161702,0.611,0.584,2,-12.108,1,0.0279,0.304,0.000332,0.0578,0.421,128.575,313493,4,0,0,0,2,11,65,1,3,7
Keep On Loving You,REO SPEEDWAGON,11/30/80,88,1,28,70,40272462,0.306,0.722,0,-5.963,1,0.034,0.0519,0,0.117,0.41,174.732,200293,4,6,0,0,0,1,69,2,2,14
Don't Stand So Close To Me,THE POLICE,10/18/86,99,46,10,54,18951568,0.806,0.499,2,-9.524,1,0.0642,0.0451,0.000729,0.038,0.505,140.337,242667,4,0,0,0,0,0,78,1,2,4
Angel Of The Morning,JUICE NEWTON,2/21/81,70,4,22,55,24746800,0.456,0.233,8,-12.634,1,0.0255,0.433,6.42E-05,0.0538,0.424,75.174,254000,4,1,0,0,1,5,52,0,4,4
Hello Again,THE CARS,10/27/84,60,20,15,40,1626729,0.86,0.83,11,-7.628,0,0.0466,0.229,0.0278,0.241,0.923,129.105,228133,4,0,0,0,0,0,57.77835159,0,2,6
Being With You,SMOKEY ROBINSON,2/14/81,89,2,25,41,4758319,0.649,0.441,0,-9.488,0,0.0277,0.778,2.07E-06,0.081,0.583,108.803,246960,4,0,0,1,1,5,55,0,4,15
Her Town Too,JAMES TAYLOR &amp; J.D. SOUTHER,3/14/81,38,11,14,49,784973,0.706,0.403,2,-15.017,1,0.0277,0.18,0,0.0975,0.56,97.381,274440,4,1,0,0,0,1,72,0,0,1
9 To 5,DOLLY PARTON,11/30/80,73,1,26,67,15812891,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54E-06,0.631,0.813,105.39,162467,4,1,0,1,8,47,73,1,1,9
Somebody's Knockin',TERRI GIBBS,12/28/80,110,13,25,35,617784,0.699,0.515,11,-10.816,0,0.0299,0.233,2.56E-06,0.0888,0.734,95.044,181667,4,0,0,0,0,2,28,0,0,2
What Kind Of Fool,BARBRA STREISAND &amp; BARRY GIBB,1/31/81,72,10,16,47,4773721,0.511,0.245,2,-16.755,1,0.0396,0.39,0,0.401,0.143,79.88,245640,4,0,0,1,8,44,68,0,1,0
The Winner Takes It All,ABBA,11/23/80,82,8,26,53,93060929,0.458,0.781,6,-6.676,1,0.037,0.586,0.00111,0.0655,0.534,126.89,294733,4,0,0,0,0,0,77,1,3,12
Living Inside Myself,GINO VANNELLI,3/21/81,77,6,20,39,2359628,0.409,0.428,11,-13.195,1,0.0412,0.462,8.22E-05,0.0687,0.04,119.941,263227,4,0,0,0,0,2,48,0,2,4
Just Between You And Me,LOU GRAMM,10/28/89,83,6,21,36,818527,0.742,0.753,0,-5.782,1,0.0262,0.143,3.81E-05,0.123,0.878,121.519,290760,4,0,0,0,0,3,43,0,2,1
Take It On The Run,REO SPEEDWAGON,3/21/81,65,5,20,62,3922705,0.371,0.758,7,-5.679,1,0.036,0.0958,0,0.116,0.452,77.81,239680,4,0,0,0,0,1,69,2,2,14
Time Out Of Mind,STEELY DAN,3/14/81,70,22,11,41,562821,0.909,0.499,2,-9.583,1,0.0585,0.156,0.00447,0.0397,0.962,124.548,253947,4,0,0,0,3,9,72,0,1,11
Too Much Time On My Hands,STYX,3/21/81,60,9,19,51,8202311,0.795,0.401,11,-13.588,0,0.0419,0.11,0,0.384,0.923,130.986,271267,4,0,0,0,0,1,66,1,5,13
Sweetheart,ENGELBERT HUMPERDINCK,9/25/70,99,47,11,21,331730,0.179,0.554,2,-7.384,1,0.0375,0.187,3.32E-05,0.0644,0.616,201.35,181667,4,0,0,0,0,2,61,0,2,15
You Better You Bet,THE WHO,3/21/81,63,18,15,42,1324868,0.582,0.772,0,-8.478,1,0.0484,0.477,9.17E-05,0.0804,0.567,161.877,337067,4,0,0,0,0,0,75,0,1,23
It's A Love Thing,WHISPERS,2/14/81,87,28,15,32,3047646,0.767,0.693,5,-8.089,0,0.113,0.0723,0.000108,0.302,0.932,118.421,311040,4,0,0,0,0,1,56,0,0,6
Celebration,"GAME featuring CHRIS BROWN, TYGA, WIZ KHALIFA &amp; LIL WAYNE",10/6/12,82,82,1,50,38774498,0.669,0.718,3,-6.121,1,0.266,0.0465,0,0.18,0.493,147.952,289933,4,0,0,0,0,0,80,0,0,1
How 'Bout Us,CHAMPAIGN,2/7/81,110,12,24,42,3142419,0.589,0.488,10,-11.405,0,0.0352,0.519,4.75E-06,0.0512,0.611,72.723,199333,4,0,0,0,0,0,41,0,0,1
I Love You,MARTINA McBRIDE,8/28/99,82,24,20,34,117566,0.687,0.586,0,-5.991,1,0.0254,0.0338,0,0.132,0.732,106.754,172293,4,1,0,0,0,14,63,0,0,17
Bette Davis Eyes,KIM CARNES,3/28/81,80,1,26,70,39460524,0.675,0.649,5,-10.271,1,0.0319,0.0204,0,0.0959,0.596,116.624,228000,4,4,0,0,2,8,63,1,1,9
I Missed Again,PHIL COLLINS,3/21/81,79,19,16,45,810722,0.777,0.802,9,-6.849,0,0.0289,0.0301,7.66E-05,0.079,0.775,106.232,224107,4,0,0,0,8,27,79,5,4,10
Turn Me Loose,LOVERBOY,1/24/81,106,35,18,53,8869143,0.519,0.784,5,-8.68,1,0.0323,0.0741,0.000942,0.198,0.558,119.405,336733,4,0,0,0,0,0,60,0,2,9
The Party's Over,JOURNEY,2/28/81,73,34,13,40,543081,0.625,0.876,7,-8.091,1,0.0328,0.0338,8.72E-06,0.486,0.71,112.461,222333,4,0,0,0,0,1,78,0,4,16
